0.9728 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
69.2575 	EXP 	Warning_signal_1: autoDraw = False
69.2575 	EXP 	The_word_1: autoDraw = False
69.2575 	EXP 	The_word_1: text = 'NURSE'
69.2575 	EXP 	Warning_signal_1: autoDraw = True
70.2481 	EXP 	The_word_1: autoDraw = True
70.2625 	EXP 	Warning_signal_1: autoDraw = False
70.7797 	EXP 	New trial (rep=0, index=14): {'stimulusWord': 'FRIND', 'theCondition': 'nonword', 'corrResp': 'right'}
70.7925 	EXP 	Warning_signal_1: autoDraw = False
70.7925 	EXP 	The_word_1: autoDraw = False
70.7925 	EXP 	The_word_1: text = 'FRIND'
70.7925 	EXP 	Warning_signal_1: autoDraw = True
71.7776 	EXP 	The_word_1: autoDraw = True
71.7887 	EXP 	Warning_signal_1: autoDraw = False
72.3837 	EXP 	New trial (rep=0, index=15): {'stimulusWord': 'CAFE', 'theCondition': 'word', 'corrResp': 'left'}
72.3966 	EXP 	Warning_signal_1: autoDraw = False
72.3966 	EXP 	The_word_1: autoDraw = False
72.3966 	EXP 	The_word_1: text = 'CAFE'
72.3966 	EXP 	Warning_signal_1: autoDraw = True
73.3776 	EXP 	The_word_1: autoDraw = True
73.4010 	EXP 	Warning_signal_1: autoDraw = False
74.2592 	EXP 	New trial (rep=0, index=16): {'stimulusWord': 'GLIR', 'theCondition': 'nonword', 'corrResp': 'right'}
74.2711 	EXP 	Warning_signal_1: autoDraw = False
74.2711 	EXP 	The_word_1: autoDraw = False
74.2711 	EXP 	The_word_1: text = 'GLIR'
74.2711 	EXP 	Warning_signal_1: autoDraw = True
75.2487 	EXP 	The_word_1: autoDraw = True
75.2763 	EXP 	Warning_signal_1: autoDraw = False
76.2158 	EXP 	New trial (rep=0, index=17): {'stimulusWord': 'HOME', 'theCondition': 'word', 'corrResp': 'left'}
76.2314 	EXP 	Warning_signal_1: autoDraw = False
76.2314 	EXP 	The_word_1: autoDraw = False
76.2314 	EXP 	The_word_1: text = 'HOME'
76.2314 	EXP 	Warning_signal_1: autoDraw = True
77.2083 	EXP 	The_word_1: autoDraw = True
77.2321 	EXP 	Warning_signal_1: autoDraw = False
77.7545 	EXP 	New trial (rep=0, index=18): {'stimulusWord': 'FRIEND', 'theCondition': 'word', 'corrResp': 'left'}
77.7665 	EXP 	Warning_signal_1: autoDraw = False
77.7665 	EXP 	The_word_1: autoDraw = False
77.7665 	EXP 	The_word_1: text = 'FRIEND'
77.7665 	EXP 	Warning_signal_1: autoDraw = True
78.7606 	EXP 	The_word_1: autoDraw = True
78.7776 	EXP 	Warning_signal_1: autoDraw = False
79.3205 	EXP 	New trial (rep=0, index=19): {'stimulusWord': 'KAFF', 'theCondition': 'nonword', 'corrResp': 'right'}
79.3319 	EXP 	Warning_signal_1: autoDraw = False
79.3319 	EXP 	The_word_1: autoDraw = False
79.3319 	EXP 	The_word_1: text = 'KAFF'
79.3319 	EXP 	Warning_signal_1: autoDraw = True
80.3061 	EXP 	The_word_1: autoDraw = True
80.3321 	EXP 	Warning_signal_1: autoDraw = False
80.9406 	EXP 	Imported conditions2_file.xlsx as conditions, 20 conditions, 3 params
80.9415 	EXP 	Created sequence: random, trialTypes=20, nReps=1, seed=None
80.9420 	EXP 	New trial (rep=0, index=0): {'stimulusWord_2': 'CAFE SHOP', 'theCondition_2': 'word', 'corrResp_2': 'left'}
80.9576 	EXP 	Warning_signal_1: autoDraw = False
80.9576 	EXP 	The_word_1: autoDraw = False
80.9576 	EXP 	The_word_2: text = 'CAFE SHOP'
80.9576 	EXP 	Warning_signal_2: autoDraw = True
81.9434 	EXP 	The_word_2: autoDraw = True
81.9543 	EXP 	Warning_signal_2: autoDraw = False
82.9203 	EXP 	New trial (rep=0, index=1): {'stimulusWord_2': 'BOAT SEAT', 'theCondition_2': 'word', 'corrResp_2': 'left'}
82.9355 	EXP 	Warning_signal_2: autoDraw = False
82.9355 	EXP 	The_word_2: autoDraw = False
82.9355 	EXP 	The_word_2: text = 'BOAT SEAT'
82.9355 	EXP 	Warning_signal_2: autoDraw = True
83.9256 	EXP 	The_word_2: autoDraw = True
83.9375 	EXP 	Warning_signal_2: autoDraw = False
84.5514 	EXP 	New trial (rep=0, index=2): {'stimulusWord_2': 'HOME DECOR', 'theCondition_2': 'word', 'corrResp_2': 'left'}
84.5670 	EXP 	Warning_signal_2: autoDraw = False
84.5670 	EXP 	The_word_2: autoDraw = False
84.5670 	EXP 	The_word_2: text = 'HOME DECOR'
84.5670 	EXP 	Warning_signal_2: autoDraw = True
85.5610 	EXP 	The_word_2: autoDraw = True
85.5776 	EXP 	Warning_signal_2: autoDraw = False
86.4287 	EXP 	New trial (rep=0, index=3): {'stimulusWord_2': 'KAFF DRINK', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
86.4426 	EXP 	Warning_signal_2: autoDraw = False
86.4426 	EXP 	The_word_2: autoDraw = False
86.4426 	EXP 	The_word_2: text = 'KAFF DRINK'
86.4426 	EXP 	Warning_signal_2: autoDraw = True
87.4279 	EXP 	The_word_2: autoDraw = True
87.4372 	EXP 	Warning_signal_2: autoDraw = False
88.0971 	EXP 	New trial (rep=0, index=4): {'stimulusWord_2': 'HOLE BALL', 'theCondition_2': 'word', 'corrResp_2': 'left'}
88.1135 	EXP 	Warning_signal_2: autoDraw = False
88.1135 	EXP 	The_word_2: autoDraw = False
88.1135 	EXP 	The_word_2: text = 'HOLE BALL'
88.1135 	EXP 	Warning_signal_2: autoDraw = True
89.1089 	EXP 	The_word_2: autoDraw = True
89.1204 	EXP 	Warning_signal_2: autoDraw = False
89.7880 	EXP 	New trial (rep=0, index=5): {'stimulusWord_2': 'AREA CANDLE', 'theCondition_2': 'word', 'corrResp_2': 'left'}
89.8040 	EXP 	Warning_signal_2: autoDraw = False
89.8040 	EXP 	The_word_2: autoDraw = False
89.8040 	EXP 	The_word_2: text = 'AREA CANDLE'
89.8040 	EXP 	Warning_signal_2: autoDraw = True
90.7820 	EXP 	The_word_2: autoDraw = True
90.8093 	EXP 	Warning_signal_2: autoDraw = False
91.7688 	EXP 	New trial (rep=0, index=6): {'stimulusWord_2': 'GIRL CURL', 'theCondition_2': 'word', 'corrResp_2': 'left'}
91.7843 	EXP 	Warning_signal_2: autoDraw = False
91.7843 	EXP 	The_word_2: autoDraw = False
91.7843 	EXP 	The_word_2: text = 'GIRL CURL'
91.7843 	EXP 	Warning_signal_2: autoDraw = True
92.7702 	EXP 	The_word_2: autoDraw = True
92.7825 	EXP 	Warning_signal_2: autoDraw = False
94.0949 	EXP 	New trial (rep=0, index=7): {'stimulusWord_2': 'PLANT TREE', 'theCondition_2': 'word', 'corrResp_2': 'left'}
94.1099 	EXP 	Warning_signal_2: autoDraw = False
94.1099 	EXP 	The_word_2: autoDraw = False
94.1099 	EXP 	The_word_2: text = 'PLANT TREE'
94.1099 	EXP 	Warning_signal_2: autoDraw = True
95.1010 	EXP 	The_word_2: autoDraw = True
95.1152 	EXP 	Warning_signal_2: autoDraw = False
95.7972 	EXP 	New trial (rep=0, index=8): {'stimulusWord_2': 'POKV GAME', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
95.8122 	EXP 	Warning_signal_2: autoDraw = False
95.8122 	EXP 	The_word_2: autoDraw = False
95.8122 	EXP 	The_word_2: text = 'POKV GAME'
95.8122 	EXP 	Warning_signal_2: autoDraw = True
96.7872 	EXP 	The_word_2: autoDraw = True
96.8271 	EXP 	Warning_signal_2: autoDraw = False
97.4664 	EXP 	New trial (rep=0, index=9): {'stimulusWord_2': 'DANCE CAFO', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
97.4815 	EXP 	Warning_signal_2: autoDraw = False
97.4815 	EXP 	The_word_2: autoDraw = False
97.4815 	EXP 	The_word_2: text = 'DANCE CAFO'
97.4815 	EXP 	Warning_signal_2: autoDraw = True
98.4592 	EXP 	The_word_2: autoDraw = True
98.4845 	EXP 	Warning_signal_2: autoDraw = False
99.4045 	EXP 	New trial (rep=0, index=10): {'stimulusWord_2': 'DUST GLIR', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
99.4219 	EXP 	Warning_signal_2: autoDraw = False
99.4219 	EXP 	The_word_2: autoDraw = False
99.4219 	EXP 	The_word_2: text = 'DUST GLIR'
99.4219 	EXP 	Warning_signal_2: autoDraw = True
100.4018 	EXP 	The_word_2: autoDraw = True
100.4307 	EXP 	Warning_signal_2: autoDraw = False
101.4835 	EXP 	New trial (rep=0, index=11): {'stimulusWord_2': 'NIGHT WORF', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
101.5040 	EXP 	Warning_signal_2: autoDraw = False
101.5040 	EXP 	The_word_2: autoDraw = False
101.5040 	EXP 	The_word_2: text = 'NIGHT WORF'
101.5040 	EXP 	Warning_signal_2: autoDraw = True
102.4955 	EXP 	The_word_2: autoDraw = True
102.5110 	EXP 	Warning_signal_2: autoDraw = False
103.4677 	EXP 	New trial (rep=0, index=12): {'stimulusWord_2': 'BONE CELL', 'theCondition_2': 'word', 'corrResp_2': 'left'}
103.4861 	EXP 	Warning_signal_2: autoDraw = False
103.4861 	EXP 	The_word_2: autoDraw = False
103.4861 	EXP 	The_word_2: text = 'BONE CELL'
103.4861 	EXP 	Warning_signal_2: autoDraw = True
104.4754 	EXP 	The_word_2: autoDraw = True
104.4873 	EXP 	Warning_signal_2: autoDraw = False
105.2972 	EXP 	New trial (rep=0, index=13): {'stimulusWord_2': 'MOVIE TETRE', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
105.3121 	EXP 	Warning_signal_2: autoDraw = False
105.3121 	EXP 	The_word_2: autoDraw = False
105.3121 	EXP 	The_word_2: text = 'MOVIE TETRE'
105.3121 	EXP 	Warning_signal_2: autoDraw = True
106.2938 	EXP 	The_word_2: autoDraw = True
106.3170 	EXP 	Warning_signal_2: autoDraw = False
107.5123 	EXP 	New trial (rep=0, index=14): {'stimulusWord_2': 'SHOW STRI ', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
107.5253 	EXP 	Warning_signal_2: autoDraw = False
107.5253 	EXP 	The_word_2: autoDraw = False
107.5253 	EXP 	The_word_2: text = 'SHOW STRI '
107.5253 	EXP 	Warning_signal_2: autoDraw = True
108.5117 	EXP 	The_word_2: autoDraw = True
108.5235 	EXP 	Warning_signal_2: autoDraw = False
109.1784 	EXP 	New trial (rep=0, index=15): {'stimulusWord_2': 'SEAT FOOD', 'theCondition_2': 'word', 'corrResp_2': 'left'}
109.1936 	EXP 	Warning_signal_2: autoDraw = False
109.1936 	EXP 	The_word_2: autoDraw = False
109.1936 	EXP 	The_word_2: text = 'SEAT FOOD'
109.1936 	EXP 	Warning_signal_2: autoDraw = True
110.1819 	EXP 	The_word_2: autoDraw = True
110.1943 	EXP 	Warning_signal_2: autoDraw = False
110.8132 	EXP 	New trial (rep=0, index=16): {'stimulusWord_2': 'PYSK STAR', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
110.8315 	EXP 	Warning_signal_2: autoDraw = False
110.8315 	EXP 	The_word_2: autoDraw = False
110.8315 	EXP 	The_word_2: text = 'PYSK STAR'
110.8315 	EXP 	Warning_signal_2: autoDraw = True
111.8267 	EXP 	The_word_2: autoDraw = True
111.8441 	EXP 	Warning_signal_2: autoDraw = False
112.5956 	EXP 	New trial (rep=0, index=17): {'stimulusWord_2': 'DATA TEXT', 'theCondition_2': 'word', 'corrResp_2': 'left'}
112.6081 	EXP 	Warning_signal_2: autoDraw = False
112.6081 	EXP 	The_word_2: autoDraw = False
112.6081 	EXP 	The_word_2: text = 'DATA TEXT'
112.6081 	EXP 	Warning_signal_2: autoDraw = True
113.5940 	EXP 	The_word_2: autoDraw = True
113.6049 	EXP 	Warning_signal_2: autoDraw = False
114.7162 	EXP 	New trial (rep=0, index=18): {'stimulusWord_2': 'DRIN GOLF', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
114.7320 	EXP 	Warning_signal_2: autoDraw = False
114.7320 	EXP 	The_word_2: autoDraw = False
114.7320 	EXP 	The_word_2: text = 'DRIN GOLF'
114.7320 	EXP 	Warning_signal_2: autoDraw = True
115.7163 	EXP 	The_word_2: autoDraw = True
115.7435 	EXP 	Warning_signal_2: autoDraw = False
116.4341 	EXP 	New trial (rep=0, index=19): {'stimulusWord_2': 'TRFI OCEAN', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
116.4506 	EXP 	Warning_signal_2: autoDraw = False
116.4506 	EXP 	The_word_2: autoDraw = False
116.4506 	EXP 	The_word_2: text = 'TRFI OCEAN'
116.4506 	EXP 	Warning_signal_2: autoDraw = True
117.4319 	EXP 	The_word_2: autoDraw = True
117.4545 	EXP 	Warning_signal_2: autoDraw = False
118.1103 	EXP 	Warning_signal_2: autoDraw = False
118.1103 	EXP 	The_word_2: autoDraw = False
118.1103 	EXP 	The_end_text: autoDraw = True
120.6068 	EXP 	The_end_text: autoDraw = False
121.1825 	EXP 	window1: mouseVisible = True
