0.8657 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
133.1023 	EXP 	Warning_signal_1: autoDraw = False
133.7119 	DATA 	Keypress: right
133.7235 	EXP 	New trial (rep=0, index=14): {'stimulusWord': 'CAFO', 'theCondition': 'nonword', 'corrResp': 'right'}
133.7391 	EXP 	Warning_signal_1: autoDraw = False
133.7391 	EXP 	The_word_1: autoDraw = False
133.7391 	EXP 	The_word_1: text = 'CAFO'
133.7391 	EXP 	Warning_signal_1: autoDraw = True
134.7178 	EXP 	The_word_1: autoDraw = True
134.7441 	EXP 	Warning_signal_1: autoDraw = False
135.3552 	EXP 	New trial (rep=0, index=15): {'stimulusWord': 'NIGHT', 'theCondition': 'word', 'corrResp': 'left'}
135.3600 	DATA 	Keypress: right
135.3670 	EXP 	Warning_signal_1: autoDraw = False
135.3670 	EXP 	The_word_1: autoDraw = False
135.3670 	EXP 	The_word_1: text = 'NIGHT'
135.3670 	EXP 	Warning_signal_1: autoDraw = True
136.3432 	EXP 	The_word_1: autoDraw = True
136.3706 	EXP 	Warning_signal_1: autoDraw = False
137.2096 	EXP 	New trial (rep=0, index=16): {'stimulusWord': 'POKV', 'theCondition': 'nonword', 'corrResp': 'right'}
137.2165 	DATA 	Keypress: left
137.2230 	EXP 	Warning_signal_1: autoDraw = False
137.2230 	EXP 	The_word_1: autoDraw = False
137.2230 	EXP 	The_word_1: text = 'POKV'
137.2230 	EXP 	Warning_signal_1: autoDraw = True
138.2169 	EXP 	The_word_1: autoDraw = True
138.2280 	EXP 	Warning_signal_1: autoDraw = False
138.9213 	DATA 	Keypress: right
138.9302 	EXP 	New trial (rep=0, index=17): {'stimulusWord': 'NURSE', 'theCondition': 'word', 'corrResp': 'left'}
138.9448 	EXP 	Warning_signal_1: autoDraw = False
138.9448 	EXP 	The_word_1: autoDraw = False
138.9448 	EXP 	The_word_1: text = 'NURSE'
138.9448 	EXP 	Warning_signal_1: autoDraw = True
139.9283 	EXP 	The_word_1: autoDraw = True
139.9409 	EXP 	Warning_signal_1: autoDraw = False
140.7528 	EXP 	New trial (rep=0, index=18): {'stimulusWord': 'PYSK', 'theCondition': 'nonword', 'corrResp': 'right'}
140.7588 	DATA 	Keypress: left
140.7660 	EXP 	Warning_signal_1: autoDraw = False
140.7660 	EXP 	The_word_1: autoDraw = False
140.7660 	EXP 	The_word_1: text = 'PYSK'
140.7660 	EXP 	Warning_signal_1: autoDraw = True
141.7487 	EXP 	The_word_1: autoDraw = True
141.7600 	EXP 	Warning_signal_1: autoDraw = False
142.4078 	EXP 	New trial (rep=0, index=19): {'stimulusWord': 'BONE', 'theCondition': 'word', 'corrResp': 'left'}
142.4171 	DATA 	Keypress: right
142.4243 	EXP 	Warning_signal_1: autoDraw = False
142.4243 	EXP 	The_word_1: autoDraw = False
142.4243 	EXP 	The_word_1: text = 'BONE'
142.4243 	EXP 	Warning_signal_1: autoDraw = True
143.4131 	EXP 	The_word_1: autoDraw = True
143.4246 	EXP 	Warning_signal_1: autoDraw = False
144.0063 	DATA 	Keypress: left
144.0308 	EXP 	Imported conditions2_file.xlsx as conditions, 20 conditions, 3 params
144.0315 	EXP 	Created sequence: random, trialTypes=20, nReps=1, seed=None
144.0320 	EXP 	New trial (rep=0, index=0): {'stimulusWord_2': 'BOAT SEAT', 'theCondition_2': 'word', 'corrResp_2': 'left'}
144.0458 	EXP 	Warning_signal_1: autoDraw = False
144.0458 	EXP 	The_word_1: autoDraw = False
144.0458 	EXP 	The_word_2: text = 'BOAT SEAT'
144.0458 	EXP 	Warning_signal_2: autoDraw = True
145.0342 	EXP 	The_word_2: autoDraw = True
145.0469 	EXP 	Warning_signal_2: autoDraw = False
146.3943 	DATA 	Keypress: left
146.4049 	EXP 	New trial (rep=0, index=1): {'stimulusWord_2': 'KAFF DRINK', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
146.4329 	EXP 	Warning_signal_2: autoDraw = False
146.4329 	EXP 	The_word_2: autoDraw = False
146.4329 	EXP 	The_word_2: text = 'KAFF DRINK'
146.4329 	EXP 	Warning_signal_2: autoDraw = True
147.4048 	EXP 	The_word_2: autoDraw = True
147.4502 	EXP 	Warning_signal_2: autoDraw = False
148.2308 	EXP 	New trial (rep=0, index=2): {'stimulusWord_2': 'BONE CELL', 'theCondition_2': 'word', 'corrResp_2': 'left'}
148.2355 	DATA 	Keypress: right
148.2423 	EXP 	Warning_signal_2: autoDraw = False
148.2423 	EXP 	The_word_2: autoDraw = False
148.2423 	EXP 	The_word_2: text = 'BONE CELL'
148.2423 	EXP 	Warning_signal_2: autoDraw = True
149.2265 	EXP 	The_word_2: autoDraw = True
149.2397 	EXP 	Warning_signal_2: autoDraw = False
150.9841 	EXP 	New trial (rep=0, index=3): {'stimulusWord_2': 'DRIN GOLF', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
150.9924 	DATA 	Keypress: left
150.9994 	EXP 	Warning_signal_2: autoDraw = False
150.9994 	EXP 	The_word_2: autoDraw = False
150.9994 	EXP 	The_word_2: text = 'DRIN GOLF'
150.9994 	EXP 	Warning_signal_2: autoDraw = True
151.9895 	EXP 	The_word_2: autoDraw = True
152.0162 	EXP 	Warning_signal_2: autoDraw = False
152.7801 	EXP 	New trial (rep=0, index=4): {'stimulusWord_2': 'PLANT TREE', 'theCondition_2': 'word', 'corrResp_2': 'left'}
152.7869 	DATA 	Keypress: right
152.7948 	EXP 	Warning_signal_2: autoDraw = False
152.7948 	EXP 	The_word_2: autoDraw = False
152.7948 	EXP 	The_word_2: text = 'PLANT TREE'
152.7948 	EXP 	Warning_signal_2: autoDraw = True
153.7734 	EXP 	The_word_2: autoDraw = True
153.7999 	EXP 	Warning_signal_2: autoDraw = False
154.6773 	EXP 	New trial (rep=0, index=5): {'stimulusWord_2': 'SHOW STRI ', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
154.6865 	DATA 	Keypress: left
154.6939 	EXP 	Warning_signal_2: autoDraw = False
154.6939 	EXP 	The_word_2: autoDraw = False
154.6939 	EXP 	The_word_2: text = 'SHOW STRI '
154.6939 	EXP 	Warning_signal_2: autoDraw = True
155.6758 	EXP 	The_word_2: autoDraw = True
155.7037 	EXP 	Warning_signal_2: autoDraw = False
156.7094 	EXP 	New trial (rep=0, index=6): {'stimulusWord_2': 'HOLE BALL', 'theCondition_2': 'word', 'corrResp_2': 'left'}
156.7193 	DATA 	Keypress: right
156.7270 	EXP 	Warning_signal_2: autoDraw = False
156.7270 	EXP 	The_word_2: autoDraw = False
156.7270 	EXP 	The_word_2: text = 'HOLE BALL'
156.7270 	EXP 	Warning_signal_2: autoDraw = True
157.7090 	EXP 	The_word_2: autoDraw = True
157.7384 	EXP 	Warning_signal_2: autoDraw = False
158.8621 	EXP 	New trial (rep=0, index=7): {'stimulusWord_2': 'DUST GLIR', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
158.8683 	DATA 	Keypress: left
158.8757 	EXP 	Warning_signal_2: autoDraw = False
158.8757 	EXP 	The_word_2: autoDraw = False
158.8757 	EXP 	The_word_2: text = 'DUST GLIR'
158.8757 	EXP 	Warning_signal_2: autoDraw = True
159.8587 	EXP 	The_word_2: autoDraw = True
159.8706 	EXP 	Warning_signal_2: autoDraw = False
162.0531 	EXP 	New trial (rep=0, index=8): {'stimulusWord_2': 'NIGHT WORF', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
162.0588 	DATA 	Keypress: right
162.0663 	EXP 	Warning_signal_2: autoDraw = False
162.0663 	EXP 	The_word_2: autoDraw = False
162.0663 	EXP 	The_word_2: text = 'NIGHT WORF'
162.0663 	EXP 	Warning_signal_2: autoDraw = True
163.0660 	EXP 	The_word_2: autoDraw = True
163.0828 	EXP 	Warning_signal_2: autoDraw = False
164.1541 	EXP 	New trial (rep=0, index=9): {'stimulusWord_2': 'DATA TEXT', 'theCondition_2': 'word', 'corrResp_2': 'left'}
164.1615 	DATA 	Keypress: right
164.1686 	EXP 	Warning_signal_2: autoDraw = False
164.1686 	EXP 	The_word_2: autoDraw = False
164.1686 	EXP 	The_word_2: text = 'DATA TEXT'
164.1686 	EXP 	Warning_signal_2: autoDraw = True
165.1439 	EXP 	The_word_2: autoDraw = True
165.1710 	EXP 	Warning_signal_2: autoDraw = False
166.1369 	EXP 	New trial (rep=0, index=10): {'stimulusWord_2': 'AREA CANDLE', 'theCondition_2': 'word', 'corrResp_2': 'left'}
166.1423 	DATA 	Keypress: left
166.1495 	EXP 	Warning_signal_2: autoDraw = False
166.1495 	EXP 	The_word_2: autoDraw = False
166.1495 	EXP 	The_word_2: text = 'AREA CANDLE'
166.1495 	EXP 	Warning_signal_2: autoDraw = True
167.1314 	EXP 	The_word_2: autoDraw = True
167.1559 	EXP 	Warning_signal_2: autoDraw = False
169.2328 	DATA 	Keypress: left
169.2412 	EXP 	New trial (rep=0, index=11): {'stimulusWord_2': 'DANCE CAFO', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
169.2548 	EXP 	Warning_signal_2: autoDraw = False
169.2548 	EXP 	The_word_2: autoDraw = False
169.2548 	EXP 	The_word_2: text = 'DANCE CAFO'
169.2548 	EXP 	Warning_signal_2: autoDraw = True
170.2383 	EXP 	The_word_2: autoDraw = True
170.2524 	EXP 	Warning_signal_2: autoDraw = False
172.7027 	EXP 	New trial (rep=0, index=12): {'stimulusWord_2': 'GIRL CURL', 'theCondition_2': 'word', 'corrResp_2': 'left'}
172.7122 	DATA 	Keypress: right
172.7193 	EXP 	Warning_signal_2: autoDraw = False
172.7193 	EXP 	The_word_2: autoDraw = False
172.7193 	EXP 	The_word_2: text = 'GIRL CURL'
172.7193 	EXP 	Warning_signal_2: autoDraw = True
173.6987 	EXP 	The_word_2: autoDraw = True
173.7226 	EXP 	Warning_signal_2: autoDraw = False
176.6846 	EXP 	New trial (rep=0, index=13): {'stimulusWord_2': 'SEAT FOOD', 'theCondition_2': 'word', 'corrResp_2': 'left'}
176.7004 	EXP 	The_word_2: autoDraw = False
176.7004 	EXP 	Warning_signal_2: autoDraw = False
176.7004 	EXP 	The_word_2: autoDraw = False
176.7004 	EXP 	The_word_2: text = 'SEAT FOOD'
176.7004 	EXP 	Warning_signal_2: autoDraw = True
177.6822 	EXP 	The_word_2: autoDraw = True
177.7065 	EXP 	Warning_signal_2: autoDraw = False
177.8233 	EXP 	New trial (rep=0, index=14): {'stimulusWord_2': 'PYSK STAR', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
177.8315 	DATA 	Keypress: right
177.8383 	EXP 	Warning_signal_2: autoDraw = False
177.8383 	EXP 	The_word_2: autoDraw = False
177.8383 	EXP 	The_word_2: text = 'PYSK STAR'
177.8383 	EXP 	Warning_signal_2: autoDraw = True
178.8225 	EXP 	The_word_2: autoDraw = True
178.8354 	EXP 	Warning_signal_2: autoDraw = False
180.2866 	EXP 	New trial (rep=0, index=15): {'stimulusWord_2': 'POKV GAME', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
180.2939 	DATA 	Keypress: right
180.3034 	EXP 	Warning_signal_2: autoDraw = False
180.3034 	EXP 	The_word_2: autoDraw = False
180.3034 	EXP 	The_word_2: text = 'POKV GAME'
180.3034 	EXP 	Warning_signal_2: autoDraw = True
181.3004 	EXP 	The_word_2: autoDraw = True
181.3119 	EXP 	Warning_signal_2: autoDraw = False
182.5642 	EXP 	New trial (rep=0, index=16): {'stimulusWord_2': 'TRFI OCEAN', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
182.5708 	DATA 	Keypress: right
182.5778 	EXP 	Warning_signal_2: autoDraw = False
182.5778 	EXP 	The_word_2: autoDraw = False
182.5778 	EXP 	The_word_2: text = 'TRFI OCEAN'
182.5778 	EXP 	Warning_signal_2: autoDraw = True
183.5665 	EXP 	The_word_2: autoDraw = True
183.5791 	EXP 	Warning_signal_2: autoDraw = False
184.3910 	DATA 	Keypress: right
184.4012 	EXP 	New trial (rep=0, index=17): {'stimulusWord_2': 'MOVIE TETRE', 'theCondition_2': 'nonword', 'corrResp_2': 'right'}
184.4154 	EXP 	Warning_signal_2: autoDraw = False
184.4154 	EXP 	The_word_2: autoDraw = False
184.4154 	EXP 	The_word_2: text = 'MOVIE TETRE'
184.4154 	EXP 	Warning_signal_2: autoDraw = True
185.3999 	EXP 	The_word_2: autoDraw = True
185.4112 	EXP 	Warning_signal_2: autoDraw = False
186.5395 	DATA 	Keypress: right
186.5495 	EXP 	New trial (rep=0, index=18): {'stimulusWord_2': 'CAFE SHOP', 'theCondition_2': 'word', 'corrResp_2': 'left'}
186.5654 	EXP 	Warning_signal_2: autoDraw = False
186.5654 	EXP 	The_word_2: autoDraw = False
186.5654 	EXP 	The_word_2: text = 'CAFE SHOP'
186.5654 	EXP 	Warning_signal_2: autoDraw = True
187.5442 	EXP 	The_word_2: autoDraw = True
187.5710 	EXP 	Warning_signal_2: autoDraw = False
188.8520 	EXP 	New trial (rep=0, index=19): {'stimulusWord_2': 'HOME DECOR', 'theCondition_2': 'word', 'corrResp_2': 'left'}
188.8615 	DATA 	Keypress: left
188.8710 	EXP 	Warning_signal_2: autoDraw = False
188.8710 	EXP 	The_word_2: autoDraw = False
188.8710 	EXP 	The_word_2: text = 'HOME DECOR'
188.8710 	EXP 	Warning_signal_2: autoDraw = True
189.8479 	EXP 	The_word_2: autoDraw = True
189.8724 	EXP 	Warning_signal_2: autoDraw = False
190.9835 	DATA 	Keypress: right
190.9904 	EXP 	Warning_signal_2: autoDraw = False
190.9904 	EXP 	The_word_2: autoDraw = False
190.9904 	EXP 	The_end_text: autoDraw = True
193.5589 	DATA 	Keypress: space
193.5664 	EXP 	The_end_text: autoDraw = False
194.1395 	EXP 	window1: mouseVisible = True
